Yarlip1	yarrowiacyc	Similarity_Yarlip1.to.yarrowiacyc	Similarity_yarrowiacyc.to.Yarlip1
jgi|Yarlip1|125097|fgenesh1_kg.4_#_573_#_TRINITY_DN464_c0_g2_i1	gnl|YARROWIA|G1FV3-25401-MONOMER	100.0	100.0
jgi|Yarlip1|125095|fgenesh1_kg.4_#_571_#_TRINITY_DN2180_c0_g2_i1	gnl|YARROWIA|G1FV3-25400-MONOMER	100.0	100.0
jgi|Yarlip1|125093|fgenesh1_kg.4_#_569_#_TRINITY_DN2180_c1_g1_i1	gnl|YARROWIA|G1FV3-25399-MONOMER	100.0	100.0
jgi|Yarlip1|125127|fgenesh1_kg.4_#_603_#_TRINITY_DN7284_c0_g1_i1	gnl|YARROWIA|G1FV3-25421-MONOMER	100.0	100.0
jgi|Yarlip1|125128|fgenesh1_kg.4_#_604_#_TRINITY_DN11383_c0_g1_i1	gnl|YARROWIA|G1FV3-25422-MONOMER	100.0	100.0
jgi|Yarlip1|125129|fgenesh1_kg.4_#_605_#_TRINITY_DN115_c0_g1_i1	gnl|YARROWIA|G1FV3-25423-MONOMER	100.0	100.0
jgi|Yarlip1|125156|fgenesh1_kg.4_#_632_#_TRINITY_DN2392_c0_g2_i1	gnl|YARROWIA|G1FV3-25436-MONOMER	100.0	100.0
jgi|Yarlip1|125196|fgenesh1_kg.4_#_672_#_TRINITY_DN402_c0_g1_i1	gnl|YARROWIA|G1FV3-25449-MONOMER	100.0	100.0
jgi|Yarlip1|125190|fgenesh1_kg.4_#_666_#_TRINITY_DN2952_c0_g2_i1	gnl|YARROWIA|G1FV3-25448-MONOMER	100.0	100.0
jgi|Yarlip1|125184|fgenesh1_kg.4_#_660_#_TRINITY_DN5117_c0_g1_i1	gnl|YARROWIA|G1FV3-25446-MONOMER	100.0	100.0
jgi|Yarlip1|125181|fgenesh1_kg.4_#_657_#_TRINITY_DN2858_c1_g1_i1	gnl|YARROWIA|G1FV3-25444-MONOMER	100.0	100.0
jgi|Yarlip1|125172|fgenesh1_kg.4_#_648_#_TRINITY_DN1951_c0_g1_i1	gnl|YARROWIA|G1FV3-25440-MONOMER	100.0	100.0
jgi|Yarlip1|125168|fgenesh1_kg.4_#_644_#_TRINITY_DN4684_c1_g1_i1	gnl|YARROWIA|G1FV3-25439-MONOMER	100.0	100.0
jgi|Yarlip1|125166|fgenesh1_kg.4_#_642_#_TRINITY_DN5269_c0_g1_i1	gnl|YARROWIA|G1FV3-25438-MONOMER	100.0	100.0
jgi|Yarlip1|125150|fgenesh1_kg.4_#_626_#_TRINITY_DN9551_c0_g1_i1	gnl|YARROWIA|G1FV3-25435-MONOMER	100.0	100.0
jgi|Yarlip1|125130|fgenesh1_kg.4_#_606_#_TRINITY_DN1968_c0_g2_i1	gnl|YARROWIA|G1FV3-25424-MONOMER	100.0	100.0
jgi|Yarlip1|125149|fgenesh1_kg.4_#_625_#_TRINITY_DN9551_c1_g1_i1	gnl|YARROWIA|G1FV3-25434-MONOMER	100.0	100.0
jgi|Yarlip1|125147|fgenesh1_kg.4_#_623_#_TRINITY_DN2551_c0_g2_i1	gnl|YARROWIA|G1FV3-25433-MONOMER	100.0	100.0
jgi|Yarlip1|125145|fgenesh1_kg.4_#_621_#_TRINITY_DN4607_c0_g1_i1	gnl|YARROWIA|G1FV3-25432-MONOMER	100.0	100.0
jgi|Yarlip1|125140|fgenesh1_kg.4_#_616_#_TRINITY_DN9318_c0_g1_i1	gnl|YARROWIA|G1FV3-25430-MONOMER	100.0	100.0
jgi|Yarlip1|125135|fgenesh1_kg.4_#_611_#_TRINITY_DN9916_c0_g1_i1	gnl|YARROWIA|G1FV3-25428-MONOMER	100.0	100.0
jgi|Yarlip1|125134|fgenesh1_kg.4_#_610_#_TRINITY_DN3651_c0_g1_i1	gnl|YARROWIA|G1FV3-25427-MONOMER	100.0	100.0
jgi|Yarlip1|125133|fgenesh1_kg.4_#_609_#_TRINITY_DN6755_c0_g1_i1	gnl|YARROWIA|G1FV3-25426-MONOMER	100.0	100.0
jgi|Yarlip1|125091|fgenesh1_kg.4_#_567_#_TRINITY_DN8212_c0_g1_i1	gnl|YARROWIA|G1FV3-25398-MONOMER	100.0	100.0
jgi|Yarlip1|125088|fgenesh1_kg.4_#_564_#_TRINITY_DN4029_c0_g1_i1	gnl|YARROWIA|G1FV3-25395-MONOMER	100.0	100.0
jgi|Yarlip1|125386|fgenesh1_kg.4_#_862_#_TRINITY_DN981_c0_g2_i1	gnl|YARROWIA|G1FV3-25573-MONOMER	100.0	100.0
jgi|Yarlip1|125087|fgenesh1_kg.4_#_563_#_TRINITY_DN6087_c0_g1_i1	gnl|YARROWIA|G1FV3-25394-MONOMER	100.0	100.0
jgi|Yarlip1|125049|fgenesh1_kg.4_#_525_#_TRINITY_DN2053_c0_g1_i1	gnl|YARROWIA|G1FV3-25364-MONOMER	100.0	100.0
jgi|Yarlip1|125045|fgenesh1_kg.4_#_521_#_TRINITY_DN4665_c0_g1_i1	gnl|YARROWIA|G1FV3-25363-MONOMER	100.0	100.0
jgi|Yarlip1|125044|fgenesh1_kg.4_#_520_#_TRINITY_DN3911_c0_g1_i1	gnl|YARROWIA|G1FV3-25362-MONOMER	100.0	100.0
jgi|Yarlip1|125024|fgenesh1_kg.4_#_500_#_TRINITY_DN3529_c0_g1_i1	gnl|YARROWIA|G1FV3-25346-MONOMER	100.0	100.0
jgi|Yarlip1|125022|fgenesh1_kg.4_#_498_#_TRINITY_DN4542_c1_g1_i1	gnl|YARROWIA|G1FV3-25345-MONOMER	100.0	100.0
jgi|Yarlip1|125021|fgenesh1_kg.4_#_497_#_TRINITY_DN5067_c0_g1_i1	gnl|YARROWIA|G1FV3-25344-MONOMER	100.0	100.0
jgi|Yarlip1|125020|fgenesh1_kg.4_#_496_#_TRINITY_DN5067_c1_g1_i1	gnl|YARROWIA|G1FV3-25343-MONOMER	100.0	100.0
jgi|Yarlip1|125016|fgenesh1_kg.4_#_492_#_TRINITY_DN2935_c0_g1_i1	gnl|YARROWIA|G1FV3-25340-MONOMER	100.0	100.0
jgi|Yarlip1|125014|fgenesh1_kg.4_#_490_#_TRINITY_DN923_c2_g1_i1	gnl|YARROWIA|G1FV3-25339-MONOMER	100.0	100.0
jgi|Yarlip1|104787|estExt_Genewise1.C_130418	gnl|YARROWIA|G1FV3-30399-MONOMER	100.0	100.0
jgi|Yarlip1|125008|fgenesh1_kg.4_#_484_#_TRINITY_DN8325_c0_g1_i1	gnl|YARROWIA|G1FV3-25336-MONOMER	100.0	100.0
jgi|Yarlip1|125007|fgenesh1_kg.4_#_483_#_TRINITY_DN10789_c0_g1_i1	gnl|YARROWIA|G1FV3-25335-MONOMER	100.0	100.0
jgi|Yarlip1|125004|fgenesh1_kg.4_#_480_#_TRINITY_DN7024_c0_g1_i1	gnl|YARROWIA|G1FV3-25333-MONOMER	100.0	100.0
jgi|Yarlip1|125003|fgenesh1_kg.4_#_479_#_TRINITY_DN3586_c0_g1_i1	gnl|YARROWIA|G1FV3-25332-MONOMER	100.0	100.0
jgi|Yarlip1|125001|fgenesh1_kg.4_#_477_#_TRINITY_DN1679_c0_g2_i1	gnl|YARROWIA|G1FV3-25331-MONOMER	100.0	100.0
jgi|Yarlip1|104987|estExt_Genewise1.C_140177	gnl|YARROWIA|G1FV3-31224-MONOMER	100.0	100.0
jgi|Yarlip1|124998|fgenesh1_kg.4_#_474_#_TRINITY_DN7671_c0_g1_i1	gnl|YARROWIA|G1FV3-25329-MONOMER	100.0	100.0
jgi|Yarlip1|125051|fgenesh1_kg.4_#_527_#_TRINITY_DN7938_c0_g1_i1	gnl|YARROWIA|G1FV3-25365-MONOMER	100.0	100.0
jgi|Yarlip1|125054|fgenesh1_kg.4_#_530_#_TRINITY_DN218_c0_g1_i1	gnl|YARROWIA|G1FV3-25368-MONOMER	100.0	100.0
jgi|Yarlip1|125056|fgenesh1_kg.4_#_532_#_TRINITY_DN1011_c0_g2_i1	gnl|YARROWIA|G1FV3-25369-MONOMER	100.0	100.0
jgi|Yarlip1|125072|fgenesh1_kg.4_#_548_#_TRINITY_DN3105_c0_g1_i1	gnl|YARROWIA|G1FV3-25386-MONOMER	100.0	100.0
jgi|Yarlip1|125086|fgenesh1_kg.4_#_562_#_TRINITY_DN3331_c0_g2_i1	gnl|YARROWIA|G1FV3-25393-MONOMER	100.0	100.0
jgi|Yarlip1|125082|fgenesh1_kg.4_#_558_#_TRINITY_DN7722_c1_g1_i1	gnl|YARROWIA|G1FV3-25392-MONOMER	100.0	100.0
jgi|Yarlip1|125081|fgenesh1_kg.4_#_557_#_TRINITY_DN7932_c0_g1_i1	gnl|YARROWIA|G1FV3-25391-MONOMER	100.0	100.0
jgi|Yarlip1|125080|fgenesh1_kg.4_#_556_#_TRINITY_DN11802_c0_g1_i1	gnl|YARROWIA|G1FV3-25390-MONOMER	100.0	100.0
jgi|Yarlip1|125078|fgenesh1_kg.4_#_554_#_TRINITY_DN10782_c0_g1_i1	gnl|YARROWIA|G1FV3-25389-MONOMER	100.0	100.0
jgi|Yarlip1|125076|fgenesh1_kg.4_#_552_#_TRINITY_DN1651_c0_g2_i1	gnl|YARROWIA|G1FV3-25388-MONOMER	100.0	100.0
jgi|Yarlip1|125073|fgenesh1_kg.4_#_549_#_TRINITY_DN11777_c0_g1_i1	gnl|YARROWIA|G1FV3-25387-MONOMER	100.0	100.0
jgi|Yarlip1|125071|fgenesh1_kg.4_#_547_#_TRINITY_DN431_c0_g3_i1	gnl|YARROWIA|G1FV3-25382-MONOMER	100.0	100.0
jgi|Yarlip1|125058|fgenesh1_kg.4_#_534_#_TRINITY_DN1011_c1_g1_i1	gnl|YARROWIA|G1FV3-25370-MONOMER	100.0	100.0
jgi|Yarlip1|125070|fgenesh1_kg.4_#_546_#_TRINITY_DN3362_c0_g1_i1	gnl|YARROWIA|G1FV3-25381-MONOMER	100.0	100.0
jgi|Yarlip1|125066|fgenesh1_kg.4_#_542_#_TRINITY_DN5100_c0_g1_i1	gnl|YARROWIA|G1FV3-25380-MONOMER	100.0	100.0
jgi|Yarlip1|125065|fgenesh1_kg.4_#_541_#_TRINITY_DN3733_c0_g1_i1	gnl|YARROWIA|G1FV3-25379-MONOMER	100.0	100.0
jgi|Yarlip1|125063|fgenesh1_kg.4_#_539_#_TRINITY_DN1315_c0_g2_i1	gnl|YARROWIA|G1FV3-25377-MONOMER	100.0	100.0
jgi|Yarlip1|104749|estExt_Genewise1.C_130380	gnl|YARROWIA|G1FV3-30385-MONOMER	100.0	100.0
jgi|Yarlip1|125061|fgenesh1_kg.4_#_537_#_TRINITY_DN9250_c0_g1_i1	gnl|YARROWIA|G1FV3-25376-MONOMER	100.0	100.0
jgi|Yarlip1|125060|fgenesh1_kg.4_#_536_#_TRINITY_DN1604_c0_g1_i1	gnl|YARROWIA|G1FV3-25373-MONOMER	100.0	100.0
jgi|Yarlip1|125197|fgenesh1_kg.4_#_673_#_TRINITY_DN5283_c0_g1_i1	gnl|YARROWIA|G1FV3-25450-MONOMER	100.0	100.0
jgi|Yarlip1|125199|fgenesh1_kg.4_#_675_#_TRINITY_DN6408_c0_g1_i1	gnl|YARROWIA|G1FV3-25451-MONOMER	100.0	100.0
jgi|Yarlip1|125201|fgenesh1_kg.4_#_677_#_TRINITY_DN827_c0_g1_i1	gnl|YARROWIA|G1FV3-25453-MONOMER	100.0	100.0
jgi|Yarlip1|125206|fgenesh1_kg.4_#_682_#_TRINITY_DN782_c0_g2_i1	gnl|YARROWIA|G1FV3-25454-MONOMER	100.0	100.0
jgi|Yarlip1|125329|fgenesh1_kg.4_#_805_#_TRINITY_DN2926_c0_g3_i1	gnl|YARROWIA|G1FV3-25537-MONOMER	100.0	100.0
jgi|Yarlip1|125325|fgenesh1_kg.4_#_801_#_TRINITY_DN2344_c0_g1_i2	gnl|YARROWIA|G1FV3-25536-MONOMER	100.0	100.0
jgi|Yarlip1|125323|fgenesh1_kg.4_#_799_#_TRINITY_DN509_c0_g1_i1	gnl|YARROWIA|G1FV3-25535-MONOMER	100.0	100.0
jgi|Yarlip1|125319|fgenesh1_kg.4_#_795_#_TRINITY_DN2422_c1_g1_i1	gnl|YARROWIA|G1FV3-25533-MONOMER	100.0	100.0
jgi|Yarlip1|125318|fgenesh1_kg.4_#_794_#_TRINITY_DN2422_c0_g2_i1	gnl|YARROWIA|G1FV3-25532-MONOMER	100.0	100.0
jgi|Yarlip1|125316|fgenesh1_kg.4_#_792_#_TRINITY_DN3635_c0_g1_i1	gnl|YARROWIA|G1FV3-25531-MONOMER	100.0	100.0
jgi|Yarlip1|125315|fgenesh1_kg.4_#_791_#_TRINITY_DN6483_c0_g1_i1	gnl|YARROWIA|G1FV3-25530-MONOMER	100.0	100.0
jgi|Yarlip1|125311|fgenesh1_kg.4_#_787_#_TRINITY_DN10012_c0_g1_i1	gnl|YARROWIA|G1FV3-25526-MONOMER	100.0	100.0
jgi|Yarlip1|125308|fgenesh1_kg.4_#_784_#_TRINITY_DN394_c0_g2_i1	gnl|YARROWIA|G1FV3-25525-MONOMER	100.0	100.0
jgi|Yarlip1|125306|fgenesh1_kg.4_#_782_#_TRINITY_DN3836_c0_g1_i1	gnl|YARROWIA|G1FV3-25523-MONOMER	100.0	100.0
jgi|Yarlip1|125304|fgenesh1_kg.4_#_780_#_TRINITY_DN7884_c0_g1_i1	gnl|YARROWIA|G1FV3-25522-MONOMER	100.0	100.0
jgi|Yarlip1|125303|fgenesh1_kg.4_#_779_#_TRINITY_DN1743_c1_g1_i1	gnl|YARROWIA|G1FV3-25521-MONOMER	100.0	100.0
jgi|Yarlip1|125302|fgenesh1_kg.4_#_778_#_TRINITY_DN1743_c0_g1_i1	gnl|YARROWIA|G1FV3-25520-MONOMER	100.0	100.0
jgi|Yarlip1|125299|fgenesh1_kg.4_#_775_#_TRINITY_DN3553_c1_g1_i1	gnl|YARROWIA|G1FV3-25518-MONOMER	100.0	100.0
jgi|Yarlip1|125297|fgenesh1_kg.4_#_773_#_TRINITY_DN11582_c0_g1_i1	gnl|YARROWIA|G1FV3-25517-MONOMER	100.0	100.0
jgi|Yarlip1|125296|fgenesh1_kg.4_#_772_#_TRINITY_DN11756_c0_g1_i1	gnl|YARROWIA|G1FV3-25516-MONOMER	100.0	100.0
jgi|Yarlip1|125295|fgenesh1_kg.4_#_771_#_TRINITY_DN685_c0_g1_i1	gnl|YARROWIA|G1FV3-25515-MONOMER	100.0	100.0
jgi|Yarlip1|125331|fgenesh1_kg.4_#_807_#_TRINITY_DN1433_c0_g2_i1	gnl|YARROWIA|G1FV3-25538-MONOMER	100.0	100.0
jgi|Yarlip1|125336|fgenesh1_kg.4_#_812_#_TRINITY_DN6390_c0_g1_i1	gnl|YARROWIA|G1FV3-25542-MONOMER	100.0	100.0
jgi|Yarlip1|125337|fgenesh1_kg.4_#_813_#_TRINITY_DN11450_c0_g1_i1	gnl|YARROWIA|G1FV3-25543-MONOMER	100.0	100.0
jgi|Yarlip1|125362|fgenesh1_kg.4_#_838_#_TRINITY_DN9341_c0_g1_i1	gnl|YARROWIA|G1FV3-25560-MONOMER	100.0	100.0
jgi|Yarlip1|125382|fgenesh1_kg.4_#_858_#_TRINITY_DN9338_c0_g1_i1	gnl|YARROWIA|G1FV3-25570-MONOMER	100.0	100.0
jgi|Yarlip1|125381|fgenesh1_kg.4_#_857_#_TRINITY_DN1696_c0_g1_i1	gnl|YARROWIA|G1FV3-25569-MONOMER	100.0	100.0
jgi|Yarlip1|125380|fgenesh1_kg.4_#_856_#_TRINITY_DN3741_c0_g1_i1	gnl|YARROWIA|G1FV3-25568-MONOMER	100.0	100.0
jgi|Yarlip1|125376|fgenesh1_kg.4_#_852_#_TRINITY_DN10927_c0_g1_i1	gnl|YARROWIA|G1FV3-25566-MONOMER	100.0	100.0
jgi|Yarlip1|125374|fgenesh1_kg.4_#_850_#_TRINITY_DN2439_c0_g1_i4	gnl|YARROWIA|G1FV3-25564-MONOMER	100.0	100.0
jgi|Yarlip1|125370|fgenesh1_kg.4_#_846_#_TRINITY_DN8260_c0_g1_i1	gnl|YARROWIA|G1FV3-25563-MONOMER	100.0	100.0
jgi|Yarlip1|125367|fgenesh1_kg.4_#_843_#_TRINITY_DN1672_c0_g1_i1	gnl|YARROWIA|G1FV3-25561-MONOMER	100.0	100.0
jgi|Yarlip1|125359|fgenesh1_kg.4_#_835_#_TRINITY_DN8688_c0_g1_i1	gnl|YARROWIA|G1FV3-25558-MONOMER	100.0	100.0
jgi|Yarlip1|125338|fgenesh1_kg.4_#_814_#_TRINITY_DN896_c0_g1_i1	gnl|YARROWIA|G1FV3-25544-MONOMER	100.0	100.0
jgi|Yarlip1|125358|fgenesh1_kg.4_#_834_#_TRINITY_DN2471_c0_g1_i1	gnl|YARROWIA|G1FV3-25557-MONOMER	100.0	100.0
jgi|Yarlip1|104159|estExt_Genewise1.C_120132	gnl|YARROWIA|G1FV3-28510-MONOMER	100.0	100.0
jgi|Yarlip1|125356|fgenesh1_kg.4_#_832_#_TRINITY_DN9938_c0_g1_i1	gnl|YARROWIA|G1FV3-25555-MONOMER	100.0	100.0
jgi|Yarlip1|125350|fgenesh1_kg.4_#_826_#_TRINITY_DN3101_c1_g1_i1	gnl|YARROWIA|G1FV3-25553-MONOMER	100.0	100.0
jgi|Yarlip1|125349|fgenesh1_kg.4_#_825_#_TRINITY_DN3101_c0_g1_i1	gnl|YARROWIA|G1FV3-25552-MONOMER	100.0	100.0
jgi|Yarlip1|125342|fgenesh1_kg.4_#_818_#_TRINITY_DN3032_c0_g1_i1	gnl|YARROWIA|G1FV3-25548-MONOMER	100.0	100.0
jgi|Yarlip1|125341|fgenesh1_kg.4_#_817_#_TRINITY_DN9329_c0_g1_i1	gnl|YARROWIA|G1FV3-25545-MONOMER	100.0	100.0
jgi|Yarlip1|125294|fgenesh1_kg.4_#_770_#_TRINITY_DN206_c0_g1_i1	gnl|YARROWIA|G1FV3-25514-MONOMER	100.0	100.0
jgi|Yarlip1|125293|fgenesh1_kg.4_#_769_#_TRINITY_DN206_c0_g2_i1	gnl|YARROWIA|G1FV3-25513-MONOMER	100.0	100.0
jgi|Yarlip1|125291|fgenesh1_kg.4_#_767_#_TRINITY_DN8096_c0_g1_i1	gnl|YARROWIA|G1FV3-25512-MONOMER	100.0	100.0
jgi|Yarlip1|125225|fgenesh1_kg.4_#_701_#_TRINITY_DN8199_c0_g1_i1	gnl|YARROWIA|G1FV3-25469-MONOMER	100.0	100.0
jgi|Yarlip1|125236|fgenesh1_kg.4_#_712_#_TRINITY_DN4596_c0_g1_i1	gnl|YARROWIA|G1FV3-25478-MONOMER	100.0	100.0
jgi|Yarlip1|125235|fgenesh1_kg.4_#_711_#_TRINITY_DN8025_c0_g1_i1	gnl|YARROWIA|G1FV3-25477-MONOMER	100.0	100.0
jgi|Yarlip1|125234|fgenesh1_kg.4_#_710_#_TRINITY_DN5081_c0_g1_i1	gnl|YARROWIA|G1FV3-25476-MONOMER	100.0	100.0
jgi|Yarlip1|125231|fgenesh1_kg.4_#_707_#_TRINITY_DN9847_c0_g1_i1	gnl|YARROWIA|G1FV3-25474-MONOMER	100.0	100.0
jgi|Yarlip1|125229|fgenesh1_kg.4_#_705_#_TRINITY_DN8531_c0_g1_i1	gnl|YARROWIA|G1FV3-25472-MONOMER	100.0	100.0
jgi|Yarlip1|125227|fgenesh1_kg.4_#_703_#_TRINITY_DN11761_c0_g1_i1	gnl|YARROWIA|G1FV3-25471-MONOMER	100.0	100.0
jgi|Yarlip1|125226|fgenesh1_kg.4_#_702_#_TRINITY_DN4949_c0_g1_i1	gnl|YARROWIA|G1FV3-25470-MONOMER	100.0	100.0
jgi|Yarlip1|125224|fgenesh1_kg.4_#_700_#_TRINITY_DN11486_c0_g1_i1	gnl|YARROWIA|G1FV3-25468-MONOMER	100.0	100.0
jgi|Yarlip1|125245|fgenesh1_kg.4_#_721_#_TRINITY_DN6409_c0_g1_i1	gnl|YARROWIA|G1FV3-25484-MONOMER	100.0	100.0
jgi|Yarlip1|125221|fgenesh1_kg.4_#_697_#_TRINITY_DN11297_c0_g1_i1	gnl|YARROWIA|G1FV3-25465-MONOMER	100.0	100.0
jgi|Yarlip1|125219|fgenesh1_kg.4_#_695_#_TRINITY_DN7668_c0_g1_i1	gnl|YARROWIA|G1FV3-25464-MONOMER	100.0	100.0
jgi|Yarlip1|125218|fgenesh1_kg.4_#_694_#_TRINITY_DN606_c0_g2_i1	gnl|YARROWIA|G1FV3-25463-MONOMER	100.0	100.0
jgi|Yarlip1|125215|fgenesh1_kg.4_#_691_#_TRINITY_DN1645_c0_g1_i1	gnl|YARROWIA|G1FV3-25460-MONOMER	100.0	100.0
jgi|Yarlip1|125212|fgenesh1_kg.4_#_688_#_TRINITY_DN2707_c0_g1_i1	gnl|YARROWIA|G1FV3-25458-MONOMER	100.0	100.0
jgi|Yarlip1|125210|fgenesh1_kg.4_#_686_#_TRINITY_DN7965_c0_g1_i1	gnl|YARROWIA|G1FV3-25457-MONOMER	100.0	100.0
jgi|Yarlip1|125207|fgenesh1_kg.4_#_683_#_TRINITY_DN9384_c0_g1_i1	gnl|YARROWIA|G1FV3-25455-MONOMER	100.0	100.0
jgi|Yarlip1|125241|fgenesh1_kg.4_#_717_#_TRINITY_DN6460_c0_g1_i1	gnl|YARROWIA|G1FV3-25481-MONOMER	100.0	100.0
jgi|Yarlip1|125249|fgenesh1_kg.4_#_725_#_TRINITY_DN8371_c0_g1_i1	gnl|YARROWIA|G1FV3-25486-MONOMER	100.0	100.0
jgi|Yarlip1|125290|fgenesh1_kg.4_#_766_#_TRINITY_DN7778_c1_g1_i1	gnl|YARROWIA|G1FV3-25511-MONOMER	100.0	100.0
jgi|Yarlip1|125266|fgenesh1_kg.4_#_742_#_TRINITY_DN4757_c0_g1_i1	gnl|YARROWIA|G1FV3-25498-MONOMER	100.0	100.0
jgi|Yarlip1|125289|fgenesh1_kg.4_#_765_#_TRINITY_DN7778_c0_g1_i1	gnl|YARROWIA|G1FV3-25510-MONOMER	100.0	100.0
jgi|Yarlip1|125287|fgenesh1_kg.4_#_763_#_TRINITY_DN615_c0_g1_i1	gnl|YARROWIA|G1FV3-25509-MONOMER	100.0	100.0
jgi|Yarlip1|125286|fgenesh1_kg.4_#_762_#_TRINITY_DN2765_c0_g1_i1	gnl|YARROWIA|G1FV3-25507-MONOMER	100.0	100.0
jgi|Yarlip1|125284|fgenesh1_kg.4_#_760_#_TRINITY_DN5306_c0_g1_i1	gnl|YARROWIA|G1FV3-25506-MONOMER	100.0	100.0
jgi|Yarlip1|125278|fgenesh1_kg.4_#_754_#_TRINITY_DN9262_c0_g1_i1	gnl|YARROWIA|G1FV3-25503-MONOMER	100.0	100.0
jgi|Yarlip1|125271|fgenesh1_kg.4_#_747_#_TRINITY_DN2618_c1_g1_i1	gnl|YARROWIA|G1FV3-25500-MONOMER	100.0	100.0
jgi|Yarlip1|125268|fgenesh1_kg.4_#_744_#_TRINITY_DN2618_c0_g1_i2	gnl|YARROWIA|G1FV3-25499-MONOMER	100.0	100.0
jgi|Yarlip1|125264|fgenesh1_kg.4_#_740_#_TRINITY_DN8497_c0_g1_i1	gnl|YARROWIA|G1FV3-25496-MONOMER	100.0	100.0
jgi|Yarlip1|125250|fgenesh1_kg.4_#_726_#_TRINITY_DN2366_c0_g2_i1	gnl|YARROWIA|G1FV3-25487-MONOMER	100.0	100.0
jgi|Yarlip1|125263|fgenesh1_kg.4_#_739_#_TRINITY_DN10001_c0_g1_i1	gnl|YARROWIA|G1FV3-25495-MONOMER	100.0	100.0
jgi|Yarlip1|125262|fgenesh1_kg.4_#_738_#_TRINITY_DN5017_c0_g1_i1	gnl|YARROWIA|G1FV3-25494-MONOMER	100.0	100.0
jgi|Yarlip1|125259|fgenesh1_kg.4_#_735_#_TRINITY_DN985_c0_g1_i1	gnl|YARROWIA|G1FV3-25493-MONOMER	100.0	100.0
jgi|Yarlip1|125257|fgenesh1_kg.4_#_733_#_TRINITY_DN5186_c0_g1_i1	gnl|YARROWIA|G1FV3-25492-MONOMER	100.0	100.0
jgi|Yarlip1|125256|fgenesh1_kg.4_#_732_#_TRINITY_DN4601_c0_g1_i1	gnl|YARROWIA|G1FV3-25491-MONOMER	100.0	100.0
jgi|Yarlip1|125255|fgenesh1_kg.4_#_731_#_TRINITY_DN10940_c0_g1_i1	gnl|YARROWIA|G1FV3-25490-MONOMER	100.0	100.0
jgi|Yarlip1|125253|fgenesh1_kg.4_#_729_#_TRINITY_DN434_c0_g1_i1	gnl|YARROWIA|G1FV3-25488-MONOMER	100.0	100.0
jgi|Yarlip1|124997|fgenesh1_kg.4_#_473_#_TRINITY_DN9898_c0_g1_i1	gnl|YARROWIA|G1FV3-25328-MONOMER	100.0	100.0
jgi|Yarlip1|124996|fgenesh1_kg.4_#_472_#_TRINITY_DN9898_c1_g1_i1	gnl|YARROWIA|G1FV3-25327-MONOMER	100.0	100.0
jgi|Yarlip1|124993|fgenesh1_kg.4_#_469_#_TRINITY_DN2751_c1_g1_i1	gnl|YARROWIA|G1FV3-25325-MONOMER	100.0	100.0
jgi|Yarlip1|124821|fgenesh1_kg.4_#_297_#_TRINITY_DN655_c0_g1_i1	gnl|YARROWIA|G1FV3-25208-MONOMER	100.0	100.0
jgi|Yarlip1|124774|fgenesh1_kg.4_#_250_#_TRINITY_DN648_c0_g1_i1	gnl|YARROWIA|G1FV3-25176-MONOMER	100.0	100.0
jgi|Yarlip1|124771|fgenesh1_kg.4_#_247_#_TRINITY_DN2336_c1_g1_i1	gnl|YARROWIA|G1FV3-25173-MONOMER	100.0	100.0
jgi|Yarlip1|124769|fgenesh1_kg.4_#_245_#_TRINITY_DN3078_c0_g1_i1	gnl|YARROWIA|G1FV3-25172-MONOMER	100.0	100.0
jgi|Yarlip1|124766|fgenesh1_kg.4_#_242_#_TRINITY_DN2796_c0_g1_i1	gnl|YARROWIA|G1FV3-25171-MONOMER	100.0	100.0
jgi|Yarlip1|124759|fgenesh1_kg.4_#_235_#_TRINITY_DN11985_c0_g1_i1	gnl|YARROWIA|G1FV3-25169-MONOMER	100.0	100.0
jgi|Yarlip1|124758|fgenesh1_kg.4_#_234_#_TRINITY_DN6345_c0_g1_i1	gnl|YARROWIA|G1FV3-25168-MONOMER	100.0	100.0
jgi|Yarlip1|124757|fgenesh1_kg.4_#_233_#_TRINITY_DN11610_c0_g1_i1	gnl|YARROWIA|G1FV3-25166-MONOMER	100.0	100.0
jgi|Yarlip1|124754|fgenesh1_kg.4_#_230_#_TRINITY_DN1537_c0_g1_i1	gnl|YARROWIA|G1FV3-25165-MONOMER	100.0	100.0
jgi|Yarlip1|124751|fgenesh1_kg.4_#_227_#_TRINITY_DN9919_c0_g1_i1	gnl|YARROWIA|G1FV3-25163-MONOMER	100.0	100.0
jgi|Yarlip1|124749|fgenesh1_kg.4_#_225_#_TRINITY_DN784_c0_g2_i1	gnl|YARROWIA|G1FV3-25162-MONOMER	100.0	100.0
jgi|Yarlip1|124748|fgenesh1_kg.4_#_224_#_TRINITY_DN5388_c0_g1_i1	gnl|YARROWIA|G1FV3-25161-MONOMER	100.0	100.0
jgi|Yarlip1|124747|fgenesh1_kg.4_#_223_#_TRINITY_DN4123_c0_g1_i1	gnl|YARROWIA|G1FV3-25160-MONOMER	100.0	100.0
jgi|Yarlip1|124746|fgenesh1_kg.4_#_222_#_TRINITY_DN2663_c1_g1_i1	gnl|YARROWIA|G1FV3-25159-MONOMER	100.0	100.0
jgi|Yarlip1|105466|estExt_Genewise1.C_160049	gnl|YARROWIA|G1FV3-30943-MONOMER	100.0	100.0
