#proteinId	iprId	iprDesc	domainDb	domainId	domainDesc	numHits	domainStarts	domainEnds	score
131175	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	SUPERFAMILY	SSF53335	\N	1	84,	315,	1.14E-48
131176	IPR018939	Autophagy-related protein 27	HMMPfam	PF09451	Autophagy-related protein 27	1	4,	270,	4.8E-87
131176	\N	\N	ProSiteProfiles	PS51257	Prokaryotic membrane lipoprotein lipid attachment site profile.	1	1,	18,	5.0
131176	IPR009011	Mannose-6-phosphate receptor binding domain	SUPERFAMILY	SSF50911	\N	1	12,	173,	6.73E-6
131178	IPR002777	Prefoldin beta-like	HMMPfam	PF01920	Prefoldin subunit	1	12,	107,	2.1E-12
131178	IPR009053	Prefoldin	SUPERFAMILY	SSF46579	\N	1	4,	106,	2.12E-13
131198	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	HMMPfam	PF00160	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD	1	487,	637,	2.7E-50
131198	IPR001680	WD40 repeat	HMMPfam	PF00400	WD domain, G-beta repeat	1	127,	162,	0.031
131198	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	PRINTS	PR00153	Cyclophilin peptidyl-prolyl cis-trans isomerase signature	5	500,526,569,584,597,	515,538,584,596,612,	8.26E-29,8.26E-29,8.26E-29,8.26E-29,8.26E-29
131198	IPR020892	Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site	ProSitePatterns	PS00170	Cyclophilin-type peptidyl-prolyl cis-trans isomerase signature.	1	521,	538,	-
131198	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	ProSiteProfiles	PS50072	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain profile.	1	490,	637,	34.999
131198	IPR001680	WD40 repeat	ProSiteProfiles	PS50082	Trp-Asp (WD) repeats profile.	1	130,	171,	9.339
131198	IPR017986	WD40-repeat-containing domain	ProSiteProfiles	PS50294	Trp-Asp (WD) repeats circular profile.	1	130,	261,	9.863
131198	IPR001680	WD40 repeat	SMART	SM00320	WD40 repeats	4	58,123,212,274,	98,162,252,314,	1.5,6.5E-4,12.0,130.0
131198	IPR029000	Cyclophilin-like domain	SUPERFAMILY	SSF50891	\N	1	486,	637,	1.34E-62
131198	IPR017986	WD40-repeat-containing domain	SUPERFAMILY	SSF50978	\N	2	60,359,	330,396,	2.56E-28,2.56E-28
131211	IPR000417	Hydroxyethylthiazole kinase	HMMPfam	PF02110	Hydroxyethylthiazole kinase family	1	256,	495,	1.2E-73
131211	IPR003733	Thiamine phosphate synthase	HMMPfam	PF02581	Thiamine monophosphate synthase/TENI	1	12,	211,	2.6E-56
131211	IPR000417	Hydroxyethylthiazole kinase	PRINTS	PR01099	Hydroxyethylthiazole kinase family signature	6	255,268,300,326,357,403,	262,289,308,343,371,420,	2.1E-26,2.1E-26,2.1E-26,2.1E-26,2.1E-26,2.1E-26
131211	IPR022998	Thiamin phosphate synthase superfamily	SUPERFAMILY	SSF51391	\N	1	5,	227,	1.44E-51
131211	IPR029056	Ribokinase-like	SUPERFAMILY	SSF53613	\N	1	255,	496,	4.73E-49
131211	IPR003733	Thiamine phosphate synthase	TIGRFAM	TIGR00693	thiE: thiamine-phosphate pyrophosphorylase	1	11,	222,	9.6E-53
131214	IPR005828	General substrate transporter	HMMPfam	PF00083	Sugar (and other) transporter	1	88,	455,	5.6E-39
131214	IPR020846	Major facilitator superfamily domain	ProSiteProfiles	PS50850	Major facilitator superfamily (MFS) profile.	1	56,	459,	33.837
131214	IPR020846	Major facilitator superfamily domain	SUPERFAMILY	SSF103473	\N	1	39,	462,	2.35E-73
131221	IPR007246	GPI transamidase component Gaa1	HMMPfam	PF04114	Gaa1-like, GPI transamidase component	1	128,	528,	4.2E-85
131221	IPR007246	GPI transamidase component Gaa1	PIRSF	PIRSF036762	\N	1	4,	607,	628.0
131221	\N	\N	SUPERFAMILY	SSF53187	\N	1	76,	244,	6.49E-8
131223	\N	\N	HMMPfam	PF13923	Zinc finger, C3HC4 type (RING finger)	1	33,	71,	6.2E-10
131223	IPR017907	Zinc finger, RING-type, conserved site	ProSitePatterns	PS00518	Zinc finger RING-type signature.	1	48,	57,	-
131223	IPR001841	Zinc finger, RING-type	ProSiteProfiles	PS50089	Zinc finger RING-type profile.	1	33,	71,	12.711
131223	IPR003034	SAP domain	ProSiteProfiles	PS50800	SAP motif profile.	1	202,	236,	10.605
131223	IPR001841	Zinc finger, RING-type	SMART	SM00184	Ring finger	1	33,	71,	9.9E-9
131223	IPR006642	Zinc finger, Rad18-type putative	SMART	SM00734	Rad18-like CCHC zinc finger	1	151,	175,	3.8E-4
131223	\N	\N	SUPERFAMILY	SSF57850	\N	1	25,	95,	5.08E-20
131226	IPR011047	Quinonprotein alcohol dehydrogenase-like superfamily	SUPERFAMILY	SSF50998	\N	2	17,164,	111,326,	5.89E-16,5.89E-16
131227	IPR013749	Pyridoxamine kinase/Phosphomethylpyrimidine kinase	HMMPfam	PF08543	Phosphomethylpyrimidine kinase	1	90,	230,	2.3E-9
131227	IPR029056	Ribokinase-like	SUPERFAMILY	SSF53613	\N	1	1,	306,	5.14E-57
131227	IPR004625	Pyridoxal phosphate (active vitamin B6) biosynthesis, pyridoxal kinase	TIGRFAM	TIGR00687	pyridox_kin: pyridoxal kinase	1	1,	260,	5.6E-50
131230	IPR005814	Aminotransferase class-III	HMMPfam	PF00202	Aminotransferase class-III	1	28,	371,	4.8E-63
131230	IPR015424	Pyridoxal phosphate-dependent transferase	SUPERFAMILY	SSF53383	\N	1	30,	442,	4.92E-85
131238	IPR001849	Pleckstrin homology domain	HMMPfam	PF00169	PH domain	1	414,	511,	3.1E-8
131238	IPR001849	Pleckstrin homology domain	ProSiteProfiles	PS50003	PH domain profile.	1	412,	515,	9.919
131238	IPR001849	Pleckstrin homology domain	SMART	SM00233	Pleckstrin homology domain.	1	413,	517,	1.0E-10
131238	\N	\N	SUPERFAMILY	SSF103657	\N	2	127,410,	380,425,	2.23E-36,2.23E-36
131238	\N	\N	SUPERFAMILY	SSF50729	\N	1	408,	534,	1.14E-14
131246	IPR002938	Monooxygenase, FAD-binding	HMMPfam	PF01494	FAD binding domain	1	36,	391,	1.2E-23
131246	IPR003042	Aromatic-ring hydroxylase-like	PRINTS	PR00420	Aromatic-ring hydroxylase (flavoprotein monooxygenase) signature	4	36,200,356,371,	58,215,371,387,	1.1E-19,1.1E-19,1.1E-19,1.1E-19
131246	IPR018168	Ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6, conserved site	ProSitePatterns	PS01304	ubiH/COQ6 monooxygenase family signature.	1	370,	383,	-
131246	\N	\N	SUPERFAMILY	SSF51905	\N	2	36,343,	221,461,	1.16E-51,1.16E-51
131246	IPR010971	Ubiquinone biosynthesis hydroxylase, UbiH/UbiF/UbiI/COQ6	TIGRFAM	TIGR01988	Ubi-OHases: ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6 family	1	36,	464,	3.5E-121
131246	IPR000689	Ubiquinone biosynthesis monooxygenase, COQ6-type	TIGRFAM	TIGR01989	COQ6: ubiquinone biosynthesis monooxygenase COQ6	1	36,	461,	1.5E-147
131247	IPR005016	Serine incorporator/TMS membrane protein	HMMPfam	PF03348	Serine incorporator (Serinc)	1	23,	462,	1.7E-168
131249	IPR013734	Transcription factor Nrm1/Whi5	HMMPfam	PF08528	Whi5 like	1	82,	106,	1.5E-9
131257	IPR003172	MD-2-related lipid-recognition domain	HMMPfam	PF02221	ML domain	1	48,	169,	1.6E-10
131257	IPR003172	MD-2-related lipid-recognition domain	SMART	SM00737	Domain involved in innate immunity and lipid metabolism.	1	50,	175,	0.001
131257	IPR014756	Immunoglobulin E-set	SUPERFAMILY	SSF81296	\N	1	46,	171,	1.26E-8
131260	IPR011701	Major facilitator superfamily	HMMPfam	PF07690	Major Facilitator Superfamily	1	73,	440,	5.9E-36
131260	IPR020846	Major facilitator superfamily domain	ProSiteProfiles	PS50850	Major facilitator superfamily (MFS) profile.	1	69,	490,	17.928
131260	IPR020846	Major facilitator superfamily domain	SUPERFAMILY	SSF103473	\N	1	51,	488,	2.62E-72
131264	IPR002314	Aminoacyl-tRNA synthetase, class II (G/ H/ P/ S), conserved domain	HMMPfam	PF00587	tRNA synthetase class II core domain (G, H, P, S and T)	1	79,	246,	2.0E-48
131264	IPR004154	Anticodon-binding	HMMPfam	PF03129	Anticodon binding domain	1	353,	455,	1.7E-16
131264	IPR002320	Threonine-tRNA ligase, class IIa	PRINTS	PR01047	Threonyl-tRNA synthetase signature	5	138,171,276,319,346,	166,194,304,332,358,	3.2E-52,3.2E-52,3.2E-52,3.2E-52,3.2E-52
131264	IPR006195	Aminoacyl-tRNA synthetase, class II	ProSiteProfiles	PS50862	Aminoacyl-transfer RNA synthetases class-II family profile.	1	71,	346,	28.952
131264	IPR004154	Anticodon-binding	SUPERFAMILY	SSF52954	\N	1	339,	457,	7.25E-23
131264	\N	\N	SUPERFAMILY	SSF55681	\N	1	53,	338,	1.67E-84
131264	IPR002320	Threonine-tRNA ligase, class IIa	TIGRFAM	TIGR00418	thrS: threonine--tRNA ligase	1	49,	454,	1.1E-137
131270	IPR001087	GDSL lipase/esterase	HMMPfam	PF00657	GDSL-like Lipase/Acylhydrolase	1	7,	202,	5.6E-17
131270	IPR013830	SGNH hydrolase-type esterase domain	SUPERFAMILY	SSF52266	\N	1	4,	210,	9.01E-33
131282	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	HMMPfam	PF00503	G-protein alpha subunit	1	33,	430,	2.1E-113
131282	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	PRINTS	PR00318	Alpha G protein (transducin) signature	5	85,256,285,307,353,	100,278,302,335,362,	2.4E-48,2.4E-48,2.4E-48,2.4E-48,2.4E-48
131282	IPR002975	Fungal G-protein, alpha subunit	PRINTS	PR01241	Fungal G protein alpha subunit signature	5	109,274,364,391,417,	121,284,376,402,427,	8.2E-8,8.2E-8,8.2E-8,8.2E-8,8.2E-8
131282	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	SMART	SM00275	G protein alpha subunit	1	62,	440,	7.3E-159
131282	IPR011025	G protein alpha subunit, helical insertion	SUPERFAMILY	SSF47895	\N	2	111,186,	149,270,	9.55E-25,9.55E-25
131282	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SUPERFAMILY	SSF52540	\N	2	80,263,	107,437,	1.31E-52,1.31E-52
131286	IPR019410	Nicotinamide N-methyltransferase-like	HMMPfam	PF10294	Putative methyltransferase	1	60,	232,	1.3E-15
131286	IPR025784	Nicotinamide N-methyltransferase, putative	ProSiteProfiles	PS51560	Nicotinamide N-methyltransferase (EC 2.1.1.1) family profile.	1	1,	271,	35.486
131286	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	SUPERFAMILY	SSF53335	\N	1	47,	249,	7.89E-17
131288	IPR001680	WD40 repeat	HMMPfam	PF00400	WD domain, G-beta repeat	6	272,311,352,392,433,473,	307,348,387,428,468,508,	4.6E-5,7.8E-11,7.6E-6,1.5E-9,2.2E-4,3.1E-9
131288	IPR001810	F-box domain	HMMPfam	PF12937	F-box-like	1	116,	159,	5.0E-11
131288	IPR020472	G-protein beta WD-40 repeat	PRINTS	PR00320	G protein beta WD-40 repeat signature	3	335,415,455,	349,429,469,	9.2E-9,9.2E-9,9.2E-9
131288	IPR019775	WD40 repeat, conserved site	ProSitePatterns	PS00678	Trp-Asp (WD) repeats signature.	5	294,335,415,455,495,	308,349,429,469,509,	-,-,-,-,-
131288	IPR001680	WD40 repeat	ProSiteProfiles	PS50082	Trp-Asp (WD) repeats profile.	6	277,317,358,398,438,478,	316,357,397,437,477,517,	11.11,13.55,9.372,13.55,13.282,15.855
131288	IPR001810	F-box domain	ProSiteProfiles	PS50181	F-box domain profile.	1	110,	157,	11.644
131288	IPR017986	WD40-repeat-containing domain	ProSiteProfiles	PS50294	Trp-Asp (WD) repeats circular profile.	1	277,	517,	58.24
131288	IPR001810	F-box domain	SMART	SM00256	A Receptor for Ubiquitination Targets	1	116,	157,	9.1E-5
131288	IPR001680	WD40 repeat	SMART	SM00320	WD40 repeats	6	270,310,351,391,431,471,	307,348,388,428,468,508,	4.9E-5,5.5E-8,0.0015,8.3E-9,4.3E-4,9.4E-9
131288	IPR017986	WD40-repeat-containing domain	SUPERFAMILY	SSF50978	\N	1	243,	544,	6.23E-72
131288	IPR001810	F-box domain	SUPERFAMILY	SSF81383	\N	2	97,210,	180,221,	4.58E-18,4.58E-18
131290	IPR022091	TATA element modulatory factor 1 TATA binding	HMMPfam	PF12325	TATA element modulatory factor 1 TATA binding	1	583,	697,	1.1E-33
131290	IPR022092	TATA element modulatory factor 1 DNA binding	HMMPfam	PF12329	TATA element modulatory factor 1 DNA binding	1	175,	246,	2.3E-16
131293	IPR021151	GINS complex	HMMPfam	PF05916	GINS complex protein	1	22,	106,	5.6E-9
131293	\N	\N	SUPERFAMILY	SSF158573	\N	1	1,	136,	1.57E-35
131294	\N	\N	HMMPfam	PF01946	Thi4 family	1	51,	290,	5.2E-106
131294	\N	\N	SUPERFAMILY	SSF51905	\N	1	33,	306,	3.89E-54
131294	IPR002922	Thiazole biosynthetic enzyme Thi4 family	TIGRFAM	TIGR00292	TIGR00292: thiazole biosynthesis enzyme	1	47,	308,	1.4E-96
131295	IPR007304	TAP42-like protein	HMMPfam	PF04177	TAP42-like family	1	4,	368,	1.7E-97
131297	IPR002791	Domain of unknown function DUF89	HMMPfam	PF01937	Protein of unknown function DUF89	1	28,	425,	3.1E-119
131297	IPR002791	Domain of unknown function DUF89	SUPERFAMILY	SSF111321	\N	2	89,323,	296,423,	7.72E-48,7.72E-48
131298	IPR014891	DWNN domain	HMMPfam	PF08783	DWNN domain	1	4,	78,	3.3E-31
131298	\N	\N	HMMPfam	PF11789	Zinc-finger of the MIZ type in Nse subunit	1	287,	330,	3.2E-6
131298	IPR014891	DWNN domain	ProSiteProfiles	PS51282	DWNN domain profile.	1	4,	78,	33.313
131298	IPR001878	Zinc finger, CCHC-type	SUPERFAMILY	SSF57756	\N	1	178,	206,	5.49E-5
131298	\N	\N	SUPERFAMILY	SSF57850	\N	1	278,	355,	3.53E-16
131337	IPR020580	Glycine cleavage system P-protein, N-terminal	HMMPfam	PF02347	Glycine cleavage system P-protein	2	37,486,	474,764,	6.8E-171,1.2E-13
131337	IPR015424	Pyridoxal phosphate-dependent transferase	SUPERFAMILY	SSF53383	\N	3	38,478,966,	444,923,989,	3.16E-89,1.11E-96,1.11E-96
131337	IPR003437	Glycine cleavage system P protein, homodimeric	TIGRFAM	TIGR00461	gcvP: glycine dehydrogenase	1	38,	987,	0.0
131338	IPR002156	Ribonuclease H domain	HMMPfam	PF00075	RNase H	1	130,	274,	2.5E-25
131338	IPR011320	Ribonuclease H1, N-terminal	HMMPfam	PF01693	Caulimovirus viroplasmin	1	30,	72,	1.4E-15
131338	IPR002156	Ribonuclease H domain	ProSiteProfiles	PS50879	RNase H domain profile.	1	125,	275,	24.071
131338	IPR012337	Ribonuclease H-like domain	SUPERFAMILY	SSF53098	\N	1	128,	275,	2.4E-38
131338	IPR009027	Ribosomal protein L9/RNase H1, N-terminal	SUPERFAMILY	SSF55658	\N	1	29,	73,	1.05E-12
131339	IPR000194	ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain	HMMPfam	PF00006	ATP synthase alpha/beta family, nucleotide-binding domain	1	232,	458,	1.8E-118
131339	IPR000793	ATPase, F1/V1/A1 complex, alpha/beta subunit, C-terminal	HMMPfam	PF00306	ATP synthase alpha/beta chain, C terminal domain	1	478,	611,	1.1E-19
131339	IPR004100	ATPase, F1 complex alpha/beta subunit, N-terminal domain	HMMPfam	PF02874	ATP synthase alpha/beta family, beta-barrel domain	1	24,	86,	1.7E-16
131339	IPR020003	ATPase, alpha/beta subunit, nucleotide-binding domain, active site	ProSitePatterns	PS00152	ATP synthase alpha and beta subunits signature.	1	449,	458,	-
131339	IPR000793	ATPase, F1/V1/A1 complex, alpha/beta subunit, C-terminal	SUPERFAMILY	SSF47917	\N	1	475,	558,	1.88E-21
131339	IPR004100	ATPase, F1 complex alpha/beta subunit, N-terminal domain	SUPERFAMILY	SSF50615	\N	1	19,	89,	2.35E-16
131339	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SUPERFAMILY	SSF52540	\N	1	193,	462,	4.26E-82
131339	IPR005725	ATPase, V1 complex, subunit A	TIGRFAM	TIGR01042	V-ATPase_V1_A: V-type ATPase, A subunit	1	21,	604,	0.0
131342	IPR001854	Ribosomal protein L29	HMMPfam	PF00831	Ribosomal L29 protein	1	6,	62,	2.4E-17
131342	IPR001854	Ribosomal protein L29	SUPERFAMILY	SSF46561	\N	1	4,	62,	7.59E-15
131342	IPR001854	Ribosomal protein L29	TIGRFAM	TIGR00012	L29: ribosomal protein L29	1	8,	62,	6.3E-15
131349	IPR008775	Phytanoyl-CoA dioxygenase	HMMPfam	PF05721	Phytanoyl-CoA dioxygenase (PhyH)	1	10,	259,	4.0E-50
131349	\N	\N	SUPERFAMILY	SSF51197	\N	2	1,73,	40,283,	1.37E-60,1.37E-60
131350	IPR013221	Mur ligase, central	HMMPfam	PF08245	Mur ligase middle domain	1	28,	236,	6.1E-5
131350	IPR001645	Folylpolyglutamate synthetase	PIRSF	PIRSF001563	\N	1	1,	404,	429.0
131350	IPR018109	Folylpolyglutamate synthetase, conserved site	ProSitePatterns	PS01012	Folylpolyglutamate synthase signature 2.	1	120,	135,	-
131350	IPR004101	Mur ligase, C-terminal	SUPERFAMILY	SSF53244	\N	1	265,	404,	6.18E-19
131350	IPR013221	Mur ligase, central	SUPERFAMILY	SSF53623	\N	1	2,	263,	2.24E-72
131350	IPR001645	Folylpolyglutamate synthetase	TIGRFAM	TIGR01499	folC: bifunctional protein FolC	1	6,	401,	3.3E-90
131351	IPR002060	Squalene/phytoene synthase	HMMPfam	PF00494	Squalene/phytoene synthase	1	50,	325,	2.6E-41
131351	IPR019845	Squalene/phytoene synthase, conserved site	ProSitePatterns	PS01044	Squalene and phytoene synthases signature 1.	1	178,	193,	-
131351	IPR019845	Squalene/phytoene synthase, conserved site	ProSitePatterns	PS01045	Squalene and phytoene synthases signature 2.	1	214,	239,	-
131351	IPR008949	Isoprenoid synthase domain	SUPERFAMILY	SSF48576	\N	1	39,	376,	9.06E-83
131351	IPR006449	Farnesyl-diphosphate farnesyltransferase	TIGRFAM	TIGR01559	squal_synth: farnesyl-diphosphate farnesyltransferase	1	38,	376,	4.8E-173
131352	IPR006762	Gtr1/RagA G protein	HMMPfam	PF04670	Gtr1/RagA G protein conserved region	1	8,	240,	2.4E-96
131352	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SUPERFAMILY	SSF52540	\N	1	6,	186,	5.14E-24
131354	IPR013069	BTB/POZ	HMMPfam	PF00651	BTB/POZ domain	1	457,	546,	1.9E-9
131354	\N	\N	HMMPfam	PF13418	Galactose oxidase, central domain	1	91,	137,	1.3E-7
131354	IPR000210	BTB/POZ-like	ProSiteProfiles	PS50097	BTB domain profile.	1	446,	514,	10.282
131354	\N	\N	SUPERFAMILY	SSF117281	\N	1	16,	221,	3.66E-27
131354	IPR011333	BTB/POZ fold	SUPERFAMILY	SSF54695	\N	1	459,	546,	3.22E-10
131356	IPR013143	PCI/PINT associated module	SMART	SM00753	PCI/PINT associated module	1	162,	327,	7.3E-30
131359	IPR000719	Protein kinase domain	HMMPfam	PF00069	Protein kinase domain	1	311,	597,	4.1E-60
131359	IPR017441	Protein kinase, ATP binding site	ProSitePatterns	PS00107	Protein kinases ATP-binding region signature.	1	314,	337,	-
131359	IPR008271	Serine/threonine-protein kinase, active site	ProSitePatterns	PS00108	Serine/Threonine protein kinases active-site signature.	1	427,	439,	-
131359	IPR000719	Protein kinase domain	ProSiteProfiles	PS50011	Protein kinase domain profile.	1	308,	597,	36.131
131359	IPR002290	Serine/threonine/dual specificity protein kinase, catalytic  domain	SMART	SM00220	Serine/Threonine protein kinases, catalytic domain	1	308,	597,	6.2E-57
131359	IPR011009	Protein kinase-like domain	SUPERFAMILY	SSF56112	\N	1	305,	610,	1.5E-62
131361	IPR024679	Pre-rRNA-processing protein IPI1/Testis-expressed sequence 10 protein	HMMPfam	PF12333	Rix1 complex component involved in 60S ribosome maturation	1	195,	310,	9.9E-19
131363	IPR009445	Protein of unknown function DUF1077, TMEM85	HMMPfam	PF06417	Protein of unknown function (DUF1077)	1	38,	159,	2.2E-47
131363	IPR009445	Protein of unknown function DUF1077, TMEM85	PIRSF	PIRSF017207	\N	1	1,	167,	184.0
131365	IPR001440	Tetratricopeptide TPR1	HMMPfam	PF00515	Tetratricopeptide repeat	2	537,570,	564,601,	0.043,5.4E-6
131365	IPR029489	O-GlcNAc transferase, C-terminal	HMMPfam	PF13844	Glycosyl transferase family 41	2	807,1109,	961,1316,	3.6E-48,2.1E-41
131365	IPR019734	Tetratricopeptide repeat	ProSiteProfiles	PS50005	TPR repeat profile.	4	183,264,534,568,	216,297,567,601,	5.605,5.9,8.142,9.116
131365	IPR013026	Tetratricopeptide repeat-containing domain	ProSiteProfiles	PS50293	TPR repeat region circular profile.	2	183,519,	216,601,	6.532,19.13
131365	IPR019734	Tetratricopeptide repeat	SMART	SM00028	Tetratricopeptide repeats	3	183,534,568,	216,567,601,	120.0,0.42,0.0019
131365	\N	\N	SUPERFAMILY	SSF48452	\N	2	149,497,	293,619,	1.81E-11,8.47E-23
131368	IPR020602	GTP cyclohydrolase I domain	HMMPfam	PF01227	GTP cyclohydrolase I	1	121,	298,	1.6E-75
131368	IPR018234	GTP cyclohydrolase I, conserved site	ProSitePatterns	PS00859	GTP cyclohydrolase I signature 1.	1	178,	194,	-
131368	IPR018234	GTP cyclohydrolase I, conserved site	ProSitePatterns	PS00860	GTP cyclohydrolase I signature 2.	1	226,	236,	-
131368	\N	\N	SUPERFAMILY	SSF55620	\N	1	88,	299,	9.64E-83
131368	IPR001474	GTP cyclohydrolase I	TIGRFAM	TIGR00063	folE: GTP cyclohydrolase I	1	121,	299,	2.7E-85
131371	IPR002123	Phospholipid/glycerol acyltransferase	HMMPfam	PF01553	Acyltransferase	1	176,	311,	4.0E-19
131371	IPR002123	Phospholipid/glycerol acyltransferase	SMART	SM00563	Phosphate acyltransferases	1	188,	315,	4.2E-19
131371	\N	\N	SUPERFAMILY	SSF69593	\N	1	147,	367,	1.44E-16
131388	IPR003959	ATPase, AAA-type, core	HMMPfam	PF00004	ATPase family associated with various cellular activities (AAA)	1	363,	495,	2.2E-42
131388	IPR000642	Peptidase M41	HMMPfam	PF01434	Peptidase family M41	1	564,	763,	5.1E-76
131388	IPR011546	Peptidase M41, FtsH extracellular	HMMPfam	PF06480	FtsH Extracellular	1	168,	258,	4.9E-7
131388	IPR003960	ATPase, AAA-type, conserved site	ProSitePatterns	PS00674	AAA-protein family signature.	1	466,	484,	-
131388	IPR003593	AAA+ ATPase domain	SMART	SM00382	ATPases associated with a variety of cellular activities	1	358,	498,	1.9E-20
131388	\N	\N	SUPERFAMILY	SSF140990	\N	1	583,	775,	4.32E-65
131388	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SUPERFAMILY	SSF52540	\N	1	321,	573,	1.42E-66
131388	IPR005936	Peptidase, FtsH	TIGRFAM	TIGR01241	FtsH_fam: ATP-dependent metallopeptidase HflB	1	271,	765,	2.7E-213
131389	IPR001138	Zn(2)-C6 fungal-type DNA-binding domain	HMMPfam	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain	1	13,	50,	2.8E-10
131389	IPR007219	Transcription factor domain, fungi	HMMPfam	PF04082	Fungal specific transcription factor domain	1	237,	493,	6.3E-24
131389	IPR001138	Zn(2)-C6 fungal-type DNA-binding domain	ProSitePatterns	PS00463	Zn(2)-C6 fungal-type DNA-binding domain signature.	1	14,	42,	-
131389	IPR001138	Zn(2)-C6 fungal-type DNA-binding domain	ProSiteProfiles	PS50048	Zn(2)-C6 fungal-type DNA-binding domain profile.	1	14,	44,	11.525
131389	IPR001138	Zn(2)-C6 fungal-type DNA-binding domain	SMART	SM00066	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain	1	9,	53,	2.0E-12
131389	IPR007219	Transcription factor domain, fungi	SMART	SM00906	Fungal specific transcription factor domain	1	355,	428,	3.9E-10
131389	IPR001138	Zn(2)-C6 fungal-type DNA-binding domain	SUPERFAMILY	SSF57701	\N	1	6,	52,	7.33E-12
131391	IPR018108	Mitochondrial substrate/solute carrier	HMMPfam	PF00153	Mitochondrial carrier protein	3	4,106,211,	98,202,299,	2.8E-24,2.5E-21,1.5E-17
131391	IPR002067	Mitochondrial carrier protein	PRINTS	PR00926	Mitochondrial carrier protein signature	6	7,20,70,121,175,219,	20,34,90,139,193,241,	1.13E-67,1.13E-67,1.13E-67,1.13E-67,1.13E-67,1.13E-67
131391	IPR002113	Adenine nucleotide translocator 1	PRINTS	PR00927	Adenine nucleotide translocator signature	5	4,48,81,106,215,	16,69,93,119,231,	7.08E-38,7.08E-38,7.08E-38,7.08E-38,7.08E-38
131391	IPR018108	Mitochondrial substrate/solute carrier	ProSiteProfiles	PS50920	Solute carrier (Solcar) repeat profile.	3	2,106,210,	95,202,296,	25.645,22.642,19.531
131391	IPR023395	Mitochondrial carrier domain	SUPERFAMILY	SSF103506	\N	1	3,	293,	4.58E-74
131399	IPR000554	Ribosomal protein S7e	HMMPfam	PF01251	Ribosomal protein S7e	1	6,	188,	4.8E-79
131399	IPR000554	Ribosomal protein S7e	ProSitePatterns	PS00948	Ribosomal protein S7e signature.	1	75,	88,	-
131402	IPR019783	Ribosome maturation protein SBDS, N-terminal	HMMPfam	PF01172	Shwachman-Bodian-Diamond syndrome (SBDS) protein	1	12,	102,	1.2E-17
131402	IPR019783	Ribosome maturation protein SBDS, N-terminal	SUPERFAMILY	SSF89895	\N	1	1,	113,	5.23E-27
131404	IPR023584	Ribosome recycling factor domain	HMMPfam	PF01765	Ribosome recycling factor	1	89,	261,	4.1E-41
131404	IPR023584	Ribosome recycling factor domain	SUPERFAMILY	SSF55194	\N	1	74,	261,	1.96E-36
131405	IPR016072	SKP1 component, dimerisation	HMMPfam	PF01466	Skp1 family, dimerisation domain	1	84,	160,	6.8E-38
131405	IPR016073	SKP1 component, POZ domain	HMMPfam	PF03931	Skp1 family, tetramerisation domain	1	1,	60,	3.0E-24
131405	IPR016897	S-phase kinase-associated protein 1	PIRSF	PIRSF028729	\N	1	1,	162,	177.0
131405	IPR001232	S-phase kinase-associated protein 1-like	SMART	SM00512	Found in Skp1 protein family	1	1,	111,	6.9E-48
131405	IPR011333	BTB/POZ fold	SUPERFAMILY	SSF54695	\N	1	1,	64,	4.19E-22
131405	IPR016072	SKP1 component, dimerisation	SUPERFAMILY	SSF81382	\N	1	84,	159,	1.31E-30
131422	IPR001752	Kinesin motor domain	HMMPfam	PF00225	Kinesin motor domain	1	31,	321,	9.1E-111
131422	IPR001752	Kinesin motor domain	PRINTS	PR00380	Kinesin heavy chain signature	4	72,191,222,271,	93,208,240,292,	7.310605E-44,7.310605E-44,7.310605E-44,7.310605E-44
131422	IPR019821	Kinesin motor domain, conserved site	ProSitePatterns	PS00411	Kinesin motor domain signature.	1	221,	232,	-
131422	IPR001752	Kinesin motor domain	ProSiteProfiles	PS50067	Kinesin motor domain profile.	1	4,	321,	125.691
131422	IPR001752	Kinesin motor domain	SMART	SM00129	Kinesin motor, catalytic domain. ATPase.	1	2,	329,	1.5E-165
131422	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SUPERFAMILY	SSF52540	\N	1	4,	364,	6.39E-122
