#proteinId	gotermId	goName	gotermType	goAcc
548	2623	serine carboxypeptidase activity	molecular_function	GO:0004185
129681	12037	small conjugating protein ligase activity	molecular_function	GO:0019787
129681	19152	post-translational protein modification	biological_process	GO:0043687
129681	24495	regulation of protein metabolic process	biological_process	GO:0051246
129681	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
129681	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
129681	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
129681	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
129681	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
129684	3966	peroxisome	cellular_component	GO:0005777
129693	3433	Rab GTPase activator activity	molecular_function	GO:0005097
129693	3827	intracellular	cellular_component	GO:0005622
129693	15148	regulation of Rab GTPase activity	biological_process	GO:0032313
129698	5830	metabolic process	biological_process	GO:0008152
129698	3930	cytoplasm	cellular_component	GO:0005737
129698	4699	tryptophan catabolic process	biological_process	GO:0006569
129698	7026	NAD biosynthetic process	biological_process	GO:0009435
129698	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
129698	13309	kynureninase activity	molecular_function	GO:0030429
129700	9985	hydrolase activity	molecular_function	GO:0016787
129700	21842	nucleoside-triphosphate diphosphatase activity	molecular_function	GO:0047429
129701	2461	adenylate kinase activity	molecular_function	GO:0004017
129702	3838	nucleus	cellular_component	GO:0005634
129702	13391	transcription regulator activity	molecular_function	GO:0030528
129702	19908	regulation of transcription	biological_process	GO:0045449
129707	2176	DNA binding	molecular_function	GO:0003677
129707	2198	RNA polymerase II transcription factor activity	molecular_function	GO:0003702
129707	3838	nucleus	cellular_component	GO:0005634
129707	3868	transcription factor TFIID complex	cellular_component	GO:0005669
129707	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
129707	4515	transcription initiation from RNA polymerase II promoter	biological_process	GO:0006367
129709	5830	metabolic process	biological_process	GO:0008152
129709	10024	lyase activity	molecular_function	GO:0016829
129714	81	cell cycle checkpoint	biological_process	GO:0000075
129714	3838	nucleus	cellular_component	GO:0005634
129714	3052	protein kinase CK2 activity	molecular_function	GO:0004682
129715	3012	phosphoribosylaminoimidazole carboxylase activity	molecular_function	GO:0004638
129715	4351	'de novo' IMP biosynthetic process	biological_process	GO:0006189
129715	6917	phosphoribosylaminoimidazole carboxylase complex	cellular_component	GO:0009320
129715	2290	catalytic activity	molecular_function	GO:0003824
129715	3736	ATP binding	molecular_function	GO:0005524
129721	9320	membrane	cellular_component	GO:0016020
129721	23872	delta14-sterol reductase activity	molecular_function	GO:0050613
129723	3827	intracellular	cellular_component	GO:0005622
129723	3923	nucleolus	cellular_component	GO:0005730
129723	5951	cell proliferation	biological_process	GO:0008283
129730	4283	electron transport	biological_process	GO:0006118
129730	9710	oxidoreductase activity	molecular_function	GO:0016491
129736	4283	electron transport	biological_process	GO:0006118
129736	9710	oxidoreductase activity	molecular_function	GO:0016491
129736	648	sulfonate dioxygenase activity	molecular_function	GO:0000907
129736	7860	2-oxoglutarate-dependent dioxygenase activity	molecular_function	GO:0010302
129736	10908	2,4-dichlorophenoxyacetate alpha-ketoglutarate dioxygenase activity	molecular_function	GO:0018602
129736	12048	procollagen-proline dioxygenase activity	molecular_function	GO:0019798
129736	19199	DNA-N1-methyladenine dioxygenase activity	molecular_function	GO:0043734
129737	4650	amino acid metabolic process	biological_process	GO:0006520
129737	10024	lyase activity	molecular_function	GO:0016829
129737	3153	threonine aldolase activity	molecular_function	GO:0004793
129750	3614	inorganic phosphate transmembrane transporter activity	molecular_function	GO:0005315
129750	4934	phosphate transport	biological_process	GO:0006817
129750	9321	integral to membrane	cellular_component	GO:0016021
129750	3546	transporter activity	molecular_function	GO:0005215
129750	4927	transport	biological_process	GO:0006810
129750	9320	membrane	cellular_component	GO:0016020
129753	9710	oxidoreductase activity	molecular_function	GO:0016491
129753	23919	FAD binding	molecular_function	GO:0050660
129753	2351	D-arabinono-1,4-lactone oxidase activity	molecular_function	GO:0003885
129753	9320	membrane	cellular_component	GO:0016020
129753	6667	biosynthetic process	biological_process	GO:0009058
129753	10094	oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor	molecular_function	GO:0016899
129753	2290	catalytic activity	molecular_function	GO:0003824
129755	2175	nucleic acid binding	molecular_function	GO:0003676
129755	3827	intracellular	cellular_component	GO:0005622
129755	5939	zinc ion binding	molecular_function	GO:0008270
129756	3838	nucleus	cellular_component	GO:0005634
129771	24	alpha-1,6-mannosyltransferase activity	molecular_function	GO:0000009
129771	42	alpha-1,2-mannosyltransferase activity	molecular_function	GO:0000026
129771	45	mannosyltransferase activity	molecular_function	GO:0000030
129771	48	alpha-1,3-mannosyltransferase activity	molecular_function	GO:0000033
129771	1170	alpha-1,3-galactosyltransferase activity	molecular_function	GO:0001962
129771	2430	UDP-glucose:glycoprotein glucosyltransferase activity	molecular_function	GO:0003980
129771	2782	glycolipid mannosyltransferase activity	molecular_function	GO:0004376
129771	2953	oligosaccharyl transferase activity	molecular_function	GO:0004576
129771	2959	dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity	molecular_function	GO:0004583
129771	6039	acetylglucosaminyltransferase activity	molecular_function	GO:0008375
129771	6040	acetylgalactosaminyltransferase activity	molecular_function	GO:0008376
129771	6042	galactosyltransferase activity	molecular_function	GO:0008378
129771	6077	fucosyltransferase activity	molecular_function	GO:0008417
129771	6376	O antigen polymerase activity	molecular_function	GO:0008755
129771	6535	lipopolysaccharide-1,6-galactosyltransferase activity	molecular_function	GO:0008921
129771	9532	UDP-N-acetylglucosamine-peptide N-acetylglucosaminyltransferase activity	molecular_function	GO:0016253
129771	9958	cellulose synthase activity	molecular_function	GO:0016759
129771	11017	9-phenanthrol UDP-glucuronosyltransferase activity	molecular_function	GO:0018715
129771	11018	1-phenanthrol glycosyltransferase activity	molecular_function	GO:0018716
129771	11019	9-phenanthrol glycosyltransferase activity	molecular_function	GO:0018717
129771	11020	1,2-dihydroxy-phenanthrene glycosyltransferase activity	molecular_function	GO:0018718
129771	11396	phenanthrol glycosyltransferase activity	molecular_function	GO:0019112
129771	11466	beta-1,4-mannosyltransferase activity	molecular_function	GO:0019187
129771	14119	alpha-1,2-galactosyltransferase activity	molecular_function	GO:0031278
129771	16390	dolichyl pyrophosphate Man7GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0033556
129771	17801	dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0042281
129771	17803	dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0042283
129771	19616	inositol phosphoceramide synthase activity	molecular_function	GO:0045140
129771	20962	glucosyltransferase activity	molecular_function	GO:0046527
129771	21342	alpha(1,3)-fucosyltransferase activity	molecular_function	GO:0046920
129771	21343	alpha(1,6)-fucosyltransferase activity	molecular_function	GO:0046921
129776	2175	nucleic acid binding	molecular_function	GO:0003676
129782	3737	GTP binding	molecular_function	GO:0005525
129782	2378	GTPase activity	molecular_function	GO:0003924
129782	24058	hydrolase activity, acting on acid anhydrides, acting on GTP, involved in cellular and subcellular movement	molecular_function	GO:0050800
129784	2227	structural constituent of ribosome	molecular_function	GO:0003735
129784	4556	translation	biological_process	GO:0006412
129784	9241	small ribosomal subunit	cellular_component	GO:0015935
129784	3827	intracellular	cellular_component	GO:0005622
129784	4025	ribosome	cellular_component	GO:0005840
129798	13917	heat shock protein binding	molecular_function	GO:0031072
129802	9320	membrane	cellular_component	GO:0016020
129805	3724	calcium ion binding	molecular_function	GO:0005509
129805	3052	protein kinase CK2 activity	molecular_function	GO:0004682
129810	18763	glutamate carboxypeptidase II activity	molecular_function	GO:0043275
129811	12251	heme binding	molecular_function	GO:0020037
129811	21336	transition metal ion binding	molecular_function	GO:0046914
129812	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
129812	3827	intracellular	cellular_component	GO:0005622
129812	4598	protein modification process	biological_process	GO:0006464
129812	4643	ubiquitin cycle	biological_process	GO:0006512
129812	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
129812	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
129812	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
129812	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
129813	3166	triacylglycerol lipase activity	molecular_function	GO:0004806
129813	4758	lipid metabolic process	biological_process	GO:0006629
129814	2175	nucleic acid binding	molecular_function	GO:0003676
129814	3736	ATP binding	molecular_function	GO:0005524
129814	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
129814	2792	helicase activity	molecular_function	GO:0004386
129818	2290	catalytic activity	molecular_function	GO:0003824
129818	5830	metabolic process	biological_process	GO:0008152
129824	4924	nitrogen compound metabolic process	biological_process	GO:0006807
129824	10005	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	molecular_function	GO:0016810
129824	2405	NAD+ synthase (glutamine-hydrolyzing) activity	molecular_function	GO:0003952
129824	3736	ATP binding	molecular_function	GO:0005524
129824	7026	NAD biosynthetic process	biological_process	GO:0009435
129831	3724	calcium ion binding	molecular_function	GO:0005509
129834	2476	aldehyde reductase activity	molecular_function	GO:0004032
129835	2290	catalytic activity	molecular_function	GO:0003824
129837	3228	signal transducer activity	molecular_function	GO:0004871
129837	5250	signal transduction	biological_process	GO:0007165
129847	2176	DNA binding	molecular_function	GO:0003677
129847	2196	transcription factor activity	molecular_function	GO:0003700
129847	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
129848	9367	mRNA metabolic process	biological_process	GO:0016071
129848	13392	ribonucleoprotein complex	cellular_component	GO:0030529
129868	3736	ATP binding	molecular_function	GO:0005524
129868	10082	ATPase activity	molecular_function	GO:0016887
129868	162	nucleotide binding	molecular_function	GO:0000166
129868	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
129868	4927	transport	biological_process	GO:0006810
129868	9321	integral to membrane	cellular_component	GO:0016021
129868	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
129868	2450	ATP-dependent DNA helicase activity	molecular_function	GO:0004003
129868	2451	ATP-dependent RNA helicase activity	molecular_function	GO:0004004
129868	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
129868	5778	DNA-dependent ATPase activity	molecular_function	GO:0008094
129868	5860	RNA-dependent ATPase activity	molecular_function	GO:0008186
129868	8800	protein-transmembrane transporting ATPase activity	molecular_function	GO:0015462
129868	10273	single-stranded DNA-dependent ATP-dependent DNA helicase activity	molecular_function	GO:0017116
129868	18132	ATPase activity, coupled	molecular_function	GO:0042623
129868	18133	ATPase activity, uncoupled	molecular_function	GO:0042624
129868	18134	ATPase activity, coupled to transmembrane movement of ions	molecular_function	GO:0042625
129871	5830	metabolic process	biological_process	GO:0008152
129871	9710	oxidoreductase activity	molecular_function	GO:0016491
129871	3111	retinol dehydrogenase activity	molecular_function	GO:0004745
129872	3727	protein binding	molecular_function	GO:0005515
129872	5939	zinc ion binding	molecular_function	GO:0008270
129874	3976	signal peptidase complex	cellular_component	GO:0005787
129874	3981	microsome	cellular_component	GO:0005792
129874	4599	signal peptide processing	biological_process	GO:0006465
129874	6614	signal peptidase activity	molecular_function	GO:0009003
129874	9321	integral to membrane	cellular_component	GO:0016021
129874	5906	cysteine-type peptidase activity	molecular_function	GO:0008234
129877	5830	metabolic process	biological_process	GO:0008152
129877	9710	oxidoreductase activity	molecular_function	GO:0016491
129888	6284	amino acid biosynthetic process	biological_process	GO:0008652
129888	2755	glutamate 5-kinase activity	molecular_function	GO:0004349
129888	4691	proline biosynthetic process	biological_process	GO:0006561
129888	2216	RNA binding	molecular_function	GO:0003723
129888	3930	cytoplasm	cellular_component	GO:0005737
129890	2176	DNA binding	molecular_function	GO:0003677
129898	9367	mRNA metabolic process	biological_process	GO:0016071
129898	13392	ribonucleoprotein complex	cellular_component	GO:0030529
129899	3727	protein binding	molecular_function	GO:0005515
129899	4994	intracellular protein transport	biological_process	GO:0006886
129899	9480	vesicle-mediated transport	biological_process	GO:0016192
129908	20843	ATP-dependent polydeoxyribonucleotide 5'-hydroxyl-kinase activity	molecular_function	GO:0046404
129908	24975	GTP-dependent polyribonucleotide 5'-hydroxyl-kinase activity	molecular_function	GO:0051730
129908	24976	polynucleotide kinase activity	molecular_function	GO:0051731
129908	24977	polyribonucleotide kinase activity	molecular_function	GO:0051732
129908	24978	polydeoxyribonucleotide kinase activity	molecular_function	GO:0051733
129908	24979	ATP-dependent polynucleotide kinase activity	molecular_function	GO:0051734
129908	24980	GTP-dependent polynucleotide kinase activity	molecular_function	GO:0051735
129908	24981	ATP-dependent polyribonucleotide 5'-hydroxyl-kinase activity	molecular_function	GO:0051736
129908	24982	GTP-dependent polydeoxyribonucleotide 5'-hydroxyl-kinase activity	molecular_function	GO:0051737
129917	3433	Rab GTPase activator activity	molecular_function	GO:0005097
129917	3827	intracellular	cellular_component	GO:0005622
129917	15148	regulation of Rab GTPase activity	biological_process	GO:0032313
129925	3043	protein kinase activity	molecular_function	GO:0004672
129925	3736	ATP binding	molecular_function	GO:0005524
129925	4602	protein amino acid phosphorylation	biological_process	GO:0006468
129925	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
129925	3052	protein kinase CK2 activity	molecular_function	GO:0004682
129933	2196	transcription factor activity	molecular_function	GO:0003700
129933	3838	nucleus	cellular_component	GO:0005634
129933	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
129933	19030	sequence-specific DNA binding	molecular_function	GO:0043565
129943	5939	zinc ion binding	molecular_function	GO:0008270
129960	2227	structural constituent of ribosome	molecular_function	GO:0003735
129960	3827	intracellular	cellular_component	GO:0005622
129960	4025	ribosome	cellular_component	GO:0005840
129960	4556	translation	biological_process	GO:0006412
129960	9241	small ribosomal subunit	cellular_component	GO:0015935
129963	4977	amino acid transport	biological_process	GO:0006865
129963	8535	amino acid transmembrane transporter activity	molecular_function	GO:0015171
129963	9320	membrane	cellular_component	GO:0016020
129965	2216	RNA binding	molecular_function	GO:0003723
129969	2888	monooxygenase activity	molecular_function	GO:0004497
129969	3721	iron ion binding	molecular_function	GO:0005506
129969	4283	electron transport	biological_process	GO:0006118
129969	12251	heme binding	molecular_function	GO:0020037
129969	10985	dibenzothiophene-5,5-dioxide monooxygenase activity	molecular_function	GO:0018679
129972	3727	protein binding	molecular_function	GO:0005515
129972	3827	intracellular	cellular_component	GO:0005622
129972	4927	transport	biological_process	GO:0006810
129973	13917	heat shock protein binding	molecular_function	GO:0031072
129994	12114	outer membrane	cellular_component	GO:0019867
129996	3708	binding	molecular_function	GO:0005488
130005	2832	inositol or phosphatidylinositol phosphatase activity	molecular_function	GO:0004437
130005	3827	intracellular	cellular_component	GO:0005622
130005	5250	signal transduction	biological_process	GO:0007165
130005	2834	phosphoinositide 5-phosphatase activity	molecular_function	GO:0004439
130014	3727	protein binding	molecular_function	GO:0005515
130014	5939	zinc ion binding	molecular_function	GO:0008270
130020	2216	RNA binding	molecular_function	GO:0003723
130021	3727	protein binding	molecular_function	GO:0005515
130026	2233	peptidyl-prolyl cis-trans isomerase activity	molecular_function	GO:0003755
130026	4591	protein folding	biological_process	GO:0006457
130026	2975	cyclophilin	molecular_function	GO:0004600
130026	12948	FK506-sensitive peptidyl-prolyl cis-trans isomerase	molecular_function	GO:0030051
130026	17567	cyclophilin-type peptidyl-prolyl cis-trans isomerase activity	molecular_function	GO:0042027
130027	2175	nucleic acid binding	molecular_function	GO:0003676
130027	5939	zinc ion binding	molecular_function	GO:0008270
130040	3727	protein binding	molecular_function	GO:0005515
130040	4994	intracellular protein transport	biological_process	GO:0006886
130040	9480	vesicle-mediated transport	biological_process	GO:0016192
130040	3530	structural molecule activity	molecular_function	GO:0005198
130040	4595	protein complex assembly	biological_process	GO:0006461
130040	6212	protein transporter activity	molecular_function	GO:0008565
130040	13024	clathrin coat of trans-Golgi network vesicle	cellular_component	GO:0030130
130040	13026	clathrin coat of coated pit	cellular_component	GO:0030132
130040	3708	binding	molecular_function	GO:0005488
130048	21785	acylglycerol lipase activity	molecular_function	GO:0047372
130067	3043	protein kinase activity	molecular_function	GO:0004672
130067	3736	ATP binding	molecular_function	GO:0005524
130067	4602	protein amino acid phosphorylation	biological_process	GO:0006468
130067	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
130075	5830	metabolic process	biological_process	GO:0008152
130075	6075	acyltransferase activity	molecular_function	GO:0008415
130075	2585	dihydrolipoamide branched chain acyltransferase activity	molecular_function	GO:0004147
130075	2803	H2A/H2B histone acetyltransferase activity	molecular_function	GO:0004405
130075	2804	H3/H4 histone acetyltransferase activity	molecular_function	GO:0004406
130075	5765	N-acetyltransferase activity	molecular_function	GO:0008080
130075	6038	O-acyltransferase activity	molecular_function	GO:0008374
130075	6565	palmitoleoyl [acyl-carrier-protein]-dependent acyltransferase activity	molecular_function	GO:0008951
130075	9635	carnitine O-acyltransferase activity	molecular_function	GO:0016406
130075	9636	acetyltransferase activity	molecular_function	GO:0016407
130075	9637	C-acyltransferase activity	molecular_function	GO:0016408
130075	9638	palmitoyltransferase activity	molecular_function	GO:0016409
130075	9639	N-acyltransferase activity	molecular_function	GO:0016410
130075	9640	acylglycerol O-acyltransferase activity	molecular_function	GO:0016411
130075	9641	serine O-acyltransferase activity	molecular_function	GO:0016412
130075	9642	O-acetyltransferase activity	molecular_function	GO:0016413
130075	9643	O-octanoyltransferase activity	molecular_function	GO:0016414
130075	9644	octanoyltransferase activity	molecular_function	GO:0016415
130075	9645	O-palmitoyltransferase activity	molecular_function	GO:0016416
130075	9646	S-acyltransferase activity	molecular_function	GO:0016417
130075	9647	S-acetyltransferase activity	molecular_function	GO:0016418
130075	9648	S-malonyltransferase activity	molecular_function	GO:0016419
130075	9649	malonyltransferase activity	molecular_function	GO:0016420
130075	9676	C-palmitoyltransferase activity	molecular_function	GO:0016454
130075	9947	succinyltransferase activity	molecular_function	GO:0016748
130075	9948	N-succinyltransferase activity	molecular_function	GO:0016749
130075	9949	O-succinyltransferase activity	molecular_function	GO:0016750
130075	9950	S-succinyltransferase activity	molecular_function	GO:0016751
130075	9951	sinapoyltransferase activity	molecular_function	GO:0016752
130075	9952	O-sinapoyltransferase activity	molecular_function	GO:0016753
130075	10381	peptidyl-lysine N6-myristoyltransferase activity	molecular_function	GO:0018030
130075	10382	peptidyl-lysine N6-palmitoyltransferase activity	molecular_function	GO:0018031
130075	11014	benzoyl acetate-CoA thiolase activity	molecular_function	GO:0018711
130075	11015	3-hydroxybutyryl-CoA thiolase activity	molecular_function	GO:0018712
130075	11016	3-ketopimelyl-CoA thiolase activity	molecular_function	GO:0018713
130075	11390	N-palmitoyltransferase activity	molecular_function	GO:0019105
130075	11391	myristoyltransferase activity	molecular_function	GO:0019107
130075	11465	acyl-CoA N-acyltransferase activity	molecular_function	GO:0019186
130075	11963	protein-cysteine S-myristoyltransferase activity	molecular_function	GO:0019705
130075	11964	protein-cysteine S-palmitoleyltransferase activity	molecular_function	GO:0019706
130075	11965	protein-cysteine S-acyltransferase activity	molecular_function	GO:0019707
130075	15051	glucosaminyl-phosphotidylinositol O-acyltransferase activity	molecular_function	GO:0032216
130075	19206	L-2-aminoadipate N-acetyltransferase activity	molecular_function	GO:0043741
130075	19228	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase activity	molecular_function	GO:0043764
130075	19270	keto acid formate lyase activity	molecular_function	GO:0043806
130075	19313	Ras palmitoyltransferase activity	molecular_function	GO:0043849
130075	21363	azetidine-2-carboxylic acid acetyltransferase activity	molecular_function	GO:0046941
130078	5830	metabolic process	biological_process	GO:0008152
130078	6075	acyltransferase activity	molecular_function	GO:0008415
130086	5909	metallopeptidase activity	molecular_function	GO:0008237
130086	5939	zinc ion binding	molecular_function	GO:0008270
130086	3708	binding	molecular_function	GO:0005488
130088	2175	nucleic acid binding	molecular_function	GO:0003676
130112	2175	nucleic acid binding	molecular_function	GO:0003676
130112	3827	intracellular	cellular_component	GO:0005622
130112	5939	zinc ion binding	molecular_function	GO:0008270
130124	4518	mRNA capping	biological_process	GO:0006370
130124	2873	mRNA (guanine-N7-)-methyltransferase activity	molecular_function	GO:0004482
130157	2741	galactokinase activity	molecular_function	GO:0004335
130157	3736	ATP binding	molecular_function	GO:0005524
130157	4180	galactose metabolic process	biological_process	GO:0006012
130157	21261	carbohydrate phosphorylation	biological_process	GO:0046835
130157	9573	kinase activity	molecular_function	GO:0016301
130157	9581	phosphorylation	biological_process	GO:0016310
130157	3930	cytoplasm	cellular_component	GO:0005737
130157	5830	metabolic process	biological_process	GO:0008152
130157	9971	phosphotransferase activity, alcohol group as acceptor	molecular_function	GO:0016773
130168	2806	holocytochrome-c synthase activity	molecular_function	GO:0004408
130168	3931	mitochondrion	cellular_component	GO:0005739
130173	2356	DNA-directed RNA polymerase activity	molecular_function	GO:0003899
130173	4499	transcription	biological_process	GO:0006350
130173	162	nucleotide binding	molecular_function	GO:0000166
130173	2290	catalytic activity	molecular_function	GO:0003824
130173	19375	cellular metabolic process	biological_process	GO:0044237
130174	2584	dihydrofolate reductase activity	molecular_function	GO:0004146
130174	4675	glycine biosynthetic process	biological_process	GO:0006545
130174	6770	nucleotide biosynthetic process	biological_process	GO:0009165
130174	23920	NADP binding	molecular_function	GO:0050661
130175	62	tRNA binding	molecular_function	GO:0000049
130175	754	pseudouridine synthesis	biological_process	GO:0001522
130175	5721	tRNA processing	biological_process	GO:0008033
130175	9667	tRNA-pseudouridine synthase activity	molecular_function	GO:0016439
130175	7550	pseudouridine synthase activity	molecular_function	GO:0009982
130187	3727	protein binding	molecular_function	GO:0005515
130187	4595	protein complex assembly	biological_process	GO:0006461
130187	4994	intracellular protein transport	biological_process	GO:0006886
130187	9480	vesicle-mediated transport	biological_process	GO:0016192
130187	13025	clathrin adaptor complex	cellular_component	GO:0030131
130187	6212	protein transporter activity	molecular_function	GO:0008565
130187	4927	transport	biological_process	GO:0006810
130200	2175	nucleic acid binding	molecular_function	GO:0003676
130200	3827	intracellular	cellular_component	GO:0005622
130200	5939	zinc ion binding	molecular_function	GO:0008270
130215	4929	cation transport	biological_process	GO:0006812
130215	5991	cation transmembrane transporter activity	molecular_function	GO:0008324
130215	9320	membrane	cellular_component	GO:0016020
130226	2176	DNA binding	molecular_function	GO:0003677
130226	2910	endonuclease activity	molecular_function	GO:0004519
130226	3827	intracellular	cellular_component	GO:0005622
130226	4440	DNA repair	biological_process	GO:0006281
130226	2362	DNA-(apurinic or apyrimidinic site) lyase activity	molecular_function	GO:0003906
130232	16729	endo-1,3(4)-beta-glucanase activity	molecular_function	GO:0033903
130237	9320	membrane	cellular_component	GO:0016020
130249	144	exocyst	cellular_component	GO:0000145
130249	4995	exocytosis	biological_process	GO:0006887
130252	3116	ribulose-phosphate 3-epimerase activity	molecular_function	GO:0004750
130252	4143	carbohydrate metabolic process	biological_process	GO:0005975
130252	2290	catalytic activity	molecular_function	GO:0003824
130252	5830	metabolic process	biological_process	GO:0008152
130255	2196	transcription factor activity	molecular_function	GO:0003700
130255	3838	nucleus	cellular_component	GO:0005634
130255	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
130255	5939	zinc ion binding	molecular_function	GO:0008270
130264	5830	metabolic process	biological_process	GO:0008152
130264	5846	methyltransferase activity	molecular_function	GO:0008168
130265	281	magnesium ion binding	molecular_function	GO:0000287
130265	2824	inorganic diphosphatase activity	molecular_function	GO:0004427
130265	3930	cytoplasm	cellular_component	GO:0005737
130265	4913	phosphate metabolic process	biological_process	GO:0006796
130270	3838	nucleus	cellular_component	GO:0005634
130271	5876	steroid metabolic process	biological_process	GO:0008202
130283	3082	receptor signaling protein tyrosine kinase activity	molecular_function	GO:0004716
130285	2205	transcription elongation regulator activity	molecular_function	GO:0003711
130285	4506	regulation of transcription from RNA polymerase II promoter	biological_process	GO:0006357
130292	9985	hydrolase activity	molecular_function	GO:0016787
130292	3195	tubulin-tyrosine ligase activity	molecular_function	GO:0004835
130292	4598	protein modification process	biological_process	GO:0006464
130298	2216	RNA binding	molecular_function	GO:0003723
130298	2915	ribonuclease III activity	molecular_function	GO:0004525
130298	4541	RNA processing	biological_process	GO:0006396
130298	3827	intracellular	cellular_component	GO:0005622
130300	10069	ligase activity	molecular_function	GO:0016874
130300	6968	biotin binding	molecular_function	GO:0009374
130300	2290	catalytic activity	molecular_function	GO:0003824
130300	3736	ATP binding	molecular_function	GO:0005524
130300	5830	metabolic process	biological_process	GO:0008152
130305	587	nucleosome	cellular_component	GO:0000786
130305	2176	DNA binding	molecular_function	GO:0003677
130305	3838	nucleus	cellular_component	GO:0005634
130305	4484	nucleosome assembly	biological_process	GO:0006334
130305	4501	transcription initiation	biological_process	GO:0006352
130305	10155	transcription initiation factor activity	molecular_function	GO:0016986
130316	2802	histone acetyltransferase activity	molecular_function	GO:0004402
130326	4604	protein amino acid dephosphorylation	biological_process	GO:0006470
130326	5817	protein tyrosine/serine/threonine phosphatase activity	molecular_function	GO:0008138
130326	3091	protein tyrosine phosphatase activity	molecular_function	GO:0004725
130326	9582	dephosphorylation	biological_process	GO:0016311
130326	9988	phosphoric monoester hydrolase activity	molecular_function	GO:0016791
130326	3093	prenylated protein tyrosine phosphatase activity	molecular_function	GO:0004727
130329	3933	mitochondrial outer membrane	cellular_component	GO:0005741
130329	4994	intracellular protein transport	biological_process	GO:0006886
130329	8790	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	molecular_function	GO:0015450
130338	2175	nucleic acid binding	molecular_function	GO:0003676
130338	2792	helicase activity	molecular_function	GO:0004386
130338	3736	ATP binding	molecular_function	GO:0005524
130338	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
130338	10013	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	molecular_function	GO:0016818
130344	2176	DNA binding	molecular_function	GO:0003677
130344	2356	DNA-directed RNA polymerase activity	molecular_function	GO:0003899
130344	4499	transcription	biological_process	GO:0006350
130344	2357	DNA-directed RNA polymerase I activity	molecular_function	GO:0003900
130344	2358	DNA-directed RNA polymerase II activity	molecular_function	GO:0003901
130344	2359	DNA-directed RNA polymerase III activity	molecular_function	GO:0003902
130344	16888	RNA polymerase activity	molecular_function	GO:0034062
130347	3112	riboflavin synthase activity	molecular_function	GO:0004746
130347	6836	riboflavin biosynthetic process	biological_process	GO:0009231
130347	6946	riboflavin synthase complex	cellular_component	GO:0009349
130349	3838	nucleus	cellular_component	GO:0005634
130349	17777	ribosome biogenesis and assembly	biological_process	GO:0042254
130351	3827	intracellular	cellular_component	GO:0005622
130351	5250	signal transduction	biological_process	GO:0007165
130353	2175	nucleic acid binding	molecular_function	GO:0003676
130353	3736	ATP binding	molecular_function	GO:0005524
130353	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
130353	2792	helicase activity	molecular_function	GO:0004386
130355	4283	electron transport	biological_process	GO:0006118
130355	9710	oxidoreductase activity	molecular_function	GO:0016491
130355	649	taurine dioxygenase activity	molecular_function	GO:0000908
130382	9985	hydrolase activity	molecular_function	GO:0016787
130382	18285	3'-tRNA processing endoribonuclease activity	molecular_function	GO:0042781
130384	3727	protein binding	molecular_function	GO:0005515
130384	9366	RNA metabolic process	biological_process	GO:0016070
130384	3708	binding	molecular_function	GO:0005488
130404	5830	metabolic process	biological_process	GO:0008152
130404	2508	asparagine synthase (glutamine-hydrolyzing) activity	molecular_function	GO:0004066
130404	4659	asparagine biosynthetic process	biological_process	GO:0006529
130407	2175	nucleic acid binding	molecular_function	GO:0003676
130407	2792	helicase activity	molecular_function	GO:0004386
130407	3736	ATP binding	molecular_function	GO:0005524
